"Scrip Name","Scrip","ISIN","Scrip Opt","Buy Date","Buy Qty","Buy Rate","Buy Amt","Sell Date","Sell Qty","Sell Rate","Sell Amt","Days","Gross PL","Turn Over"
"BANKNIFTY","BANKNIFTY12NOV26200PE","","PE","10-11-2020","25","22.60","565.00","11-11-2020","25","10.60","265.00","1","-300.00","565.00"
"BANKNIFTY","BANKNIFTY12NOV26500PE","","PE","10-11-2020","25","36.00","900.00","11-11-2020","25","13.10","327.50","1","-572.50","900.00"
"BANKNIFTY","BANKNIFTY12NOV26700PE","","PE","11-11-2020","25","15.80","395.00","10-11-2020","25","35.90","897.50","1","502.50","1,400.00"
"BANKNIFTY","BANKNIFTY12NOV26700PE","","PE","11-11-2020","25","15.75","393.75","10-11-2020","25","45.65","1,141.25","1","747.50","1,888.75"
"BANKNIFTY","BANKNIFTY19NOV27500PE","","PE","17-11-2020","25","22.60","565.00","18-11-2020","25","8.20","205.00","1","-360.00","565.00"
"BANKNIFTY","BANKNIFTY19NOV27700PE","","PE","18-11-2020","25","10.15","253.75","17-11-2020","25","29.95","748.75","1","495.00","1,243.75"
"BANKNIFTY","BANKNIFTY19NOV27900PE","","PE","17-11-2020","25","23.35","583.75","18-11-2020","25","12.35","308.75","1","-275.00","583.75"
"BANKNIFTY","BANKNIFTY19NOV28100PE","","PE","18-11-2020","25","18.45","461.25","17-11-2020","25","33.65","841.25","1","380.00","1,221.25"
"BANKNIFTY","BANKNIFTY19NOV28400PE","","PE","18-11-2020","25","11.60","290.00","19-11-2020","25","2.75","68.75","1","-221.25","290.00"
"BANKNIFTY","BANKNIFTY19NOV28600PE","","PE","19-11-2020","25","2.00","50.00","18-11-2020","25","15.20","380.00","1","330.00","710.00"
"BANKNIFTY","BANKNIFTY19NOV29000PE","","PE","19-11-2020","25","12.20","305.00","19-11-2020","25","11.50","287.50","0","-17.50","305.00"
"BANKNIFTY","BANKNIFTY26NOV27900PE","","PE","24-11-2020","25","31.80","795.00","25-11-2020","25","8.60","215.00","1","-580.00","795.00"
"BANKNIFTY","BANKNIFTY26NOV28100PE","","PE","25-11-2020","25","10.45","261.25","24-11-2020","25","43.15","1,078.75","1","817.50","1,896.25"
"BANKNIFTY","BANKNIFTY26NOV28700PE","","PE","25-11-2020","25","64.00","1,600.00","26-11-2020","25","57.85","1,446.25","1","-153.75","1,600.00"
"BANKNIFTY","BANKNIFTY26NOV28800PE","","PE","26-11-2020","25","37.95","948.75","26-11-2020","25","40.65","1,016.25","0","67.50","1,083.75"
"BANKNIFTY","BANKNIFTY26NOV29000PE","","PE","26-11-2020","25","3.55","88.75","26-11-2020","25","8.95","223.75","0","135.00","358.75"
"BANKNIFTY","BANKNIFTY26NOV29000PE","","PE","26-11-2020","25","54.95","1,373.75","26-11-2020","25","77.25","1,931.25","0","557.50","2,488.75"
"BANKNIFTY","BANKNIFTY26NOV29300PE","","PE","26-11-2020","25","0.55","13.75","26-11-2020","25","3.50","87.50","0","73.75","161.25"
"BANKNIFTY","BANKNIFTY26NOV29300PE","","PE","26-11-2020","25","16.60","415.00","26-11-2020","25","26.25","656.25","0","241.25","897.50"
"BANKNIFTY","BANKNIFTY26NOV29400PE","","PE","26-11-2020","25","36.55","913.75","26-11-2020","25","11.30","282.50","0","-631.25","913.75"
"BANKNIFTY","BANKNIFTY26NOV29400PE","","PE","26-11-2020","25","36.55","913.75","26-11-2020","25","19.95","498.75","0","-415.00","913.75"
"BANKNIFTY","BANKNIFTY03DEC28500PE","","PE","01-12-2020","25","46.05","1,151.25","03-12-2020","25","1.70","42.50","2","-1,108.75","1,151.25"
"BANKNIFTY","BANKNIFTY03DEC28700PE","","PE","03-12-2020","25","4.35","108.75","01-12-2020","25","65.25","1,631.25","2","1,522.50","3,153.75"
"BANKNIFTY","BANKNIFTY03DEC28900PE","","PE","03-12-2020","25","7.35","183.75","03-12-2020","25","7.10","177.50","0","-6.25","183.75"
"BANKNIFTY","BANKNIFTY03DEC29200PE","","PE","03-12-2020","25","0.60","15.00","03-12-2020","25","2.00","50.00","0","35.00","85.00"
"BANKNIFTY","BANKNIFTY10DEC29200PE","","PE","07-12-2020","25","62.40","1,560.00","08-12-2020","25","29.40","735.00","1","-825.00","1,560.00"
"BANKNIFTY","BANKNIFTY10DEC29200PE","","PE","08-12-2020","25","32.80","820.00","09-12-2020","25","19.00","475.00","1","-345.00","820.00"
"BANKNIFTY","BANKNIFTY10DEC29300PE","","PE","08-12-2020","25","40.25","1,006.25","08-12-2020","25","39.90","997.50","0","-8.75","1,006.25"
"BANKNIFTY","BANKNIFTY10DEC29400PE","","PE","08-12-2020","25","46.85","1,171.25","07-12-2020","25","88.60","2,215.00","1","1,043.75","3,258.75"
"BANKNIFTY","BANKNIFTY10DEC29400PE","","PE","09-12-2020","25","29.65","741.25","08-12-2020","25","51.45","1,286.25","1","545.00","1,831.25"
"BANKNIFTY","BANKNIFTY10DEC29500PE","","PE","09-12-2020","25","37.75","943.75","08-12-2020","25","63.05","1,576.25","1","632.50","2,208.75"
"BANKNIFTY","BANKNIFTY10DEC29800PE","","PE","09-12-2020","25","11.40","285.00","09-12-2020","25","75.05","1,876.25","0","1,591.25","3,467.50"
"BANKNIFTY","BANKNIFTY10DEC29800PE","","PE","10-12-2020","25","9.25","231.25","10-12-2020","25","8.15","203.75","0","-27.50","231.25"
"BANKNIFTY","BANKNIFTY10DEC29900PE","","PE","10-12-2020","25","3.50","87.50","10-12-2020","25","13.45","336.25","0","248.75","585.00"
"BANKNIFTY","BANKNIFTY10DEC30000PE","","PE","10-12-2020","25","6.30","157.50","10-12-2020","25","24.65","616.25","0","458.75","1,075.00"
"BANKNIFTY","BANKNIFTY10DEC30100PE","","PE","09-12-2020","25","22.55","563.75","09-12-2020","25","23.75","593.75","0","30.00","623.75"
"BANKNIFTY","BANKNIFTY10DEC30100PE","","PE","10-12-2020","25","40.85","1,021.25","10-12-2020","25","37.25","931.25","0","-90.00","1,021.25"
"BANKNIFTY","BANKNIFTY10DEC30100PE","","PE","10-12-2020","25","55.95","1,398.75","10-12-2020","25","55.20","1,380.00","0","-18.75","1,398.75"
"BANKNIFTY","BANKNIFTY10DEC30100PE","","PE","10-12-2020","25","1.65","41.25","10-12-2020","25","6.05","151.25","0","110.00","261.25"
"BANKNIFTY","BANKNIFTY10DEC30200PE","","PE","10-12-2020","25","2.20","55.00","10-12-2020","25","12.10","302.50","0","247.50","550.00"
"BANKNIFTY","BANKNIFTY10DEC30300PE","","PE","10-12-2020","25","94.10","2,352.50","09-12-2020","25","47.65","1,191.25","1","-1,161.25","2,352.50"
"BANKNIFTY","BANKNIFTY10DEC30300PE","","PE","10-12-2020","25","3.35","83.75","10-12-2020","25","4.20","105.00","0","21.25","126.25"
"BANKNIFTY","BANKNIFTY10DEC30400PE","","PE","10-12-2020","25","8.70","217.50","10-12-2020","25","12.60","315.00","0","97.50","412.50"
"BANKNIFTY","BANKNIFTY10DEC30500PE","","PE","10-12-2020","25","10.20","255.00","10-12-2020","25","6.65","166.25","0","-88.75","255.00"
"BANKNIFTY","BANKNIFTY17DEC29000PE","","PE","15-12-2020","25","14.00","350.00","11-12-2020","25","35.80","895.00","4","545.00","1,440.00"
"BANKNIFTY","BANKNIFTY17DEC29200PE","","PE","11-12-2020","25","52.10","1,302.50","15-12-2020","25","22.30","557.50","4","-745.00","1,302.50"
"BANKNIFTY","BANKNIFTY17DEC29400PE","","PE","15-12-2020","25","27.95","698.75","15-12-2020","25","15.95","398.75","0","-300.00","698.75"
"BANKNIFTY","BANKNIFTY17DEC29600PE","","PE","16-12-2020","25","8.45","211.25","15-12-2020","25","45.20","1,130.00","1","918.75","2,048.75"
"BANKNIFTY","BANKNIFTY17DEC30000PE","","PE","16-12-2020","25","17.30","432.50","17-12-2020","25","5.70","142.50","1","-290.00","432.50"
"BANKNIFTY","BANKNIFTY17DEC30300PE","","PE","17-12-2020","25","17.80","445.00","16-12-2020","25","41.55","1,038.75","1","593.75","1,632.50"
"BANKNIFTY","BANKNIFTY24DEC28800PE","","PE","18-12-2020","25","21.45","536.25","21-12-2020","25","14.30","357.50","3","-178.75","536.25"
"BANKNIFTY","BANKNIFTY24DEC29100PE","","PE","21-12-2020","25","27.45","686.25","18-12-2020","25","35.00","875.00","3","188.75","1,063.75"
"BANKNIFTY","BANKNIFTY04MAR31000PE","","PE","02-03-2021","25","10.00","250.00","04-03-2021","25","2.20","55.00","2","-195.00","250.00"
"BANKNIFTY","BANKNIFTY04MAR33600PE","","PE","26-02-2021","25","344.90","8,622.50","02-03-2021","25","60.55","1,513.75","4","-7,108.75","8,622.50"
"BANKNIFTY","BANKNIFTY04MAR33800PE","","PE","02-03-2021","25","73.00","1,825.00","26-02-2021","25","400.00","10,000.00","4","8,175.00","18,175.00"
"BANKNIFTY","BANKNIFTY04MAR33800PE","","PE","04-03-2021","25","4.00","100.00","02-03-2021","25","55.60","1,390.00","2","1,290.00","2,680.00"
"BANKNIFTY","BANKNIFTY10MAR33500PE","","PE","05-03-2021","25","134.00","3,350.00","08-03-2021","25","34.20","855.00","3","-2,495.00","3,350.00"
"BANKNIFTY","BANKNIFTY10MAR33700PE","","PE","08-03-2021","25","43.80","1,095.00","05-03-2021","25","170.00","4,250.00","3","3,155.00","7,405.00"
"BANKNIFTY","BANKNIFTY10MAR33800PE","","PE","08-03-2021","25","56.85","1,421.25","10-03-2021","25","0.00","0.00","2","-1,421.25","1,421.25"
"BANKNIFTY","BANKNIFTY10MAR34100PE","","PE","10-03-2021","25","0.00","0.00","08-03-2021","25","103.00","2,575.00","2","2,575.00","5,150.00"
"BANKNIFTY","BANKNIFTY10MAR34500PE","","PE","09-03-2021","25","12.70","317.50","10-03-2021","25","0.00","0.00","1","-317.50","317.50"
"BANKNIFTY","BANKNIFTY10MAR35000PE","","PE","10-03-2021","25","0.00","0.00","09-03-2021","25","41.00","1,025.00","1","1,025.00","2,050.00"
"BANKNIFTY","BANKNIFTY10MAR35300PE","","PE","10-03-2021","25","4.30","107.50","10-03-2021","25","4.15","103.75","0","-3.75","107.50"
"BANKNIFTY","BANKNIFTY10MAR35800PE","","PE","10-03-2021","25","78.00","1,950.00","10-03-2021","25","0.00","0.00","0","-1,950.00","1,950.00"
"BANKNIFTY","BANKNIFTY10MAR36200PE","","PE","10-03-2021","25","261.70","6,542.50","10-03-2021","25","260.00","6,500.00","0","-42.50","6,542.50"
"BANKNIFTY","BANKNIFTY18MAR33800PE","","PE","18-03-2021","25","16.10","402.50","18-03-2021","25","180.00","4,500.00","0","4,097.50","8,597.50"
"BANKNIFTY","BANKNIFTY18MAR34000PE","","PE","18-03-2021","25","240.45","6,011.25","18-03-2021","25","202.55","5,063.75","0","-947.50","6,011.25"
"BANKNIFTY","BANKNIFTY18MAR34500PE","","PE","12-03-2021","25","76.00","1,900.00","18-03-2021","25","145.00","3,625.00","6","1,725.00","5,350.00"
"BANKNIFTY","BANKNIFTY18MAR34500PE","","PE","18-03-2021","25","615.60","15,390.00","18-03-2021","25","145.45","3,636.25","0","-11,753.75","15,390.00"
"BANKNIFTY","BANKNIFTY18MAR34700PE","","PE","18-03-2021","25","204.95","5,123.75","12-03-2021","25","99.00","2,475.00","6","-2,648.75","5,123.75"
"BANKNIFTY","BANKNIFTY25MAR32300PE","","PE","19-03-2021","25","242.20","6,055.00","25-03-2021","25","45.60","1,140.00","6","-4,915.00","6,055.00"
"BANKNIFTY","BANKNIFTY25MAR32300PE","","PE","19-03-2021","25","242.20","6,055.00","25-03-2021","25","45.60","1,140.00","6","-4,915.00","6,055.00"
"BANKNIFTY","BANKNIFTY25MAR32500PE","","PE","25-03-2021","25","93.15","2,328.75","19-03-2021","25","290.00","7,250.00","6","4,921.25","12,171.25"
"BANKNIFTY","BANKNIFTY25MAR32500PE","","PE","25-03-2021","25","93.15","2,328.75","19-03-2021","25","296.00","7,400.00","6","5,071.25","12,471.25"
"BANKNIFTY","BANKNIFTY25MAR32500PE","","PE","25-03-2021","25","88.30","2,207.50","25-03-2021","25","77.40","1,935.00","0","-272.50","2,207.50"
"BANKNIFTY","BANKNIFTY25MAR32500PE","","PE","25-03-2021","25","88.20","2,205.00","25-03-2021","25","77.45","1,936.25","0","-268.75","2,205.00"
"BANKNIFTY","BANKNIFTY25MAR32500PE","","PE","25-03-2021","25","89.70","2,242.50","25-03-2021","25","89.25","2,231.25","0","-11.25","2,242.50"
"BANKNIFTY","BANKNIFTY25MAR32500PE","","PE","25-03-2021","25","89.70","2,242.50","25-03-2021","25","89.30","2,232.50","0","-10.00","2,242.50"
"BANKNIFTY","BANKNIFTY25MAR33500PE","","PE","24-03-2021","25","270.00","6,750.00","24-03-2021","25","242.50","6,062.50","0","-687.50","6,750.00"
"BANKNIFTY","BANKNIFTY25MAR33500PE","","PE","24-03-2021","25","359.00","8,975.00","24-03-2021","25","341.15","8,528.75","0","-446.25","8,975.00"
"BANKNIFTY","BANKNIFTY01APR32000PE","","PE","26-03-2021","25","202.00","5,050.00","26-03-2021","25","177.35","4,433.75","0","-616.25","5,050.00"
"BANKNIFTY","BANKNIFTY01APR32000PE","","PE","26-03-2021","25","202.00","5,050.00","31-03-2021","25","28.20","705.00","5","-4,345.00","5,050.00"
"BANKNIFTY","BANKNIFTY01APR32000PE","","PE","26-03-2021","25","202.00","5,050.00","31-03-2021","25","28.25","706.25","5","-4,343.75","5,050.00"
"BANKNIFTY","BANKNIFTY01APR32000PE","","PE","26-03-2021","25","202.00","5,050.00","31-03-2021","25","28.30","707.50","5","-4,342.50","5,050.00"
"BANKNIFTY","BANKNIFTY01APR32200PE","","PE","31-03-2021","25","37.75","943.75","26-03-2021","25","233.00","5,825.00","5","4,881.25","10,706.25"
"BANKNIFTY","BANKNIFTY01APR32200PE","","PE","31-03-2021","50","37.75","1,887.50","26-03-2021","50","233.00","11,650.00","5","9,762.50","21,412.50"
"BANKNIFTY","BANKNIFTY01APR33100PE","","PE","31-03-2021","25","274.50","6,862.50","31-03-2021","25","257.60","6,440.00","0","-422.50","6,862.50"
"BANKNIFTY","BANKNIFTY01APR33100PE","","PE","31-03-2021","25","190.00","4,750.00","31-03-2021","25","274.75","6,868.75","0","2,118.75","8,987.50"
"BANKNIFTY","BANKNIFTY08APR33000PE","","PE","31-03-2021","25","519.55","12,988.75","31-03-2021","25","465.00","11,625.00","0","-1,363.75","12,988.75"
"BANKNIFTY","BANKNIFTY08APR33000PE","","PE","31-03-2021","25","528.65","13,216.25","31-03-2021","25","510.00","12,750.00","0","-466.25","13,216.25"
"NIFTY","NIFTY10SEP11500CE","","CE","07-09-2020","75","30.70","2,302.50","07-09-2020","75","28.60","2,145.00","0","-157.50","2,302.50"
"NIFTY","NIFTY10SEP11600CE","","CE","07-09-2020","75","13.85","1,038.75","04-09-2020","75","24.35","1,826.25","3","787.50","2,613.75"
"NIFTY","NIFTY10SEP11600CE","","CE","08-09-2020","75","11.00","825.00","08-09-2020","75","11.55","866.25","0","41.25","907.50"
"NIFTY","NIFTY10SEP11700CE","","CE","04-09-2020","75","12.85","963.75","07-09-2020","75","6.55","491.25","3","-472.50","963.75"
"NIFTY","NIFTY17SEP11600CE","","CE","17-09-2020","75","2.20","165.00","17-09-2020","75","3.35","251.25","0","86.25","337.50"
"NIFTY","NIFTY12NOV12750CE","","CE","12-11-2020","75","0.35","26.25","12-11-2020","75","3.80","285.00","0","258.75","543.75"
"NIFTY","NIFTY12NOV12800CE","","CE","12-11-2020","75","2.25","168.75","12-11-2020","75","7.90","592.50","0","423.75","1,016.25"
"NIFTY","NIFTY12NOV12800CE","","CE","12-11-2020","75","7.20","540.00","12-11-2020","75","15.50","1,162.50","0","622.50","1,785.00"
"NIFTY","NIFTY03DEC13250CE","","CE","03-12-2020","75","3.80","285.00","03-12-2020","75","7.55","566.25","0","281.25","847.50"
"NIFTY","NIFTY10DEC13500CE","","CE","10-12-2020","75","6.70","502.50","10-12-2020","75","16.20","1,215.00","0","712.50","1,927.50"
"NIFTY","NIFTY17DEC13750CE","","CE","17-12-2020","75","22.70","1,702.50","17-12-2020","75","16.50","1,237.50","0","-465.00","1,702.50"
"NIFTY","NIFTY17DEC13750CE","","CE","17-12-2020","75","1.90","142.50","17-12-2020","75","17.30","1,297.50","0","1,155.00","2,452.50"
"NIFTY","NIFTY04MAR15300CE","","CE","02-03-2021","75","5.50","412.50","26-02-2021","75","25.30","1,897.50","4","1,485.00","3,382.50"
"NIFTY","NIFTY04MAR15400CE","","CE","26-02-2021","75","18.00","1,350.00","02-03-2021","75","3.20","240.00","4","-1,110.00","1,350.00"
"NIFTY","NIFTY10MAR15050CE","","CE","09-03-2021","75","110.00","8,250.00","09-03-2021","75","64.50","4,837.50","0","-3,412.50","8,250.00"
"NIFTY","NIFTY10MAR15150CE","","CE","09-03-2021","75","22.00","1,650.00","09-03-2021","75","54.00","4,050.00","0","2,400.00","6,450.00"
"NIFTY","NIFTY10MAR15400CE","","CE","09-03-2021","75","5.50","412.50","09-03-2021","75","2.90","217.50","0","-195.00","412.50"
"NIFTY","NIFTY10MAR15450CE","","CE","09-03-2021","75","4.70","352.50","05-03-2021","75","35.00","2,625.00","4","2,272.50","4,897.50"
"NIFTY","NIFTY10MAR15450CE","","CE","09-03-2021","75","4.70","352.50","05-03-2021","75","36.15","2,711.25","4","2,358.75","5,070.00"
"NIFTY","NIFTY10MAR15500CE","","CE","09-03-2021","75","2.60","195.00","09-03-2021","75","1.75","131.25","0","-63.75","195.00"
"NIFTY","NIFTY10MAR15550CE","","CE","05-03-2021","75","23.00","1,725.00","09-03-2021","75","2.75","206.25","4","-1,518.75","1,725.00"
"NIFTY","NIFTY10MAR15550CE","","CE","05-03-2021","75","21.00","1,575.00","09-03-2021","75","2.75","206.25","4","-1,368.75","1,575.00"
"NIFTY","NIFTY18MAR15550CE","","CE","12-03-2021","75","35.60","2,670.00","12-03-2021","75","38.50","2,887.50","0","217.50","3,105.00"
"NIFTY","NIFTY18MAR15550CE","","CE","12-03-2021","75","35.00","2,625.00","12-03-2021","75","38.50","2,887.50","0","262.50","3,150.00"
"NIFTY","NIFTY18MAR15550CE","","CE","18-03-2021","150","0.60","90.00","12-03-2021","150","35.50","5,325.00","6","5,235.00","10,560.00"
"NIFTY","NIFTY18MAR15650CE","","CE","12-03-2021","75","20.00","1,500.00","12-03-2021","75","18.50","1,387.50","0","-112.50","1,500.00"
"NIFTY","NIFTY18MAR15650CE","","CE","12-03-2021","75","20.00","1,500.00","12-03-2021","75","19.60","1,470.00","0","-30.00","1,500.00"
"NIFTY","NIFTY18MAR15650CE","","CE","12-03-2021","75","19.60","1,470.00","18-03-2021","75","0.50","37.50","6","-1,432.50","1,470.00"
"NIFTY","NIFTY18MAR15650CE","","CE","12-03-2021","75","19.60","1,470.00","18-03-2021","75","0.50","37.50","6","-1,432.50","1,470.00"
"NIFTY","NIFTY25MAR14350CE","","CE","25-03-2021","75","18.65","1,398.75","25-03-2021","75","12.60","945.00","0","-453.75","1,398.75"
"NIFTY","NIFTY10SEP11000PE","","PE","07-09-2020","75","20.45","1,533.75","07-09-2020","75","28.35","2,126.25","0","592.50","2,718.75"
"NIFTY","NIFTY10SEP11250PE","","PE","08-09-2020","75","29.85","2,238.75","08-09-2020","75","31.05","2,328.75","0","90.00","2,418.75"
"NIFTY","NIFTY10SEP11300PE","","PE","10-09-2020","75","10.25","768.75","10-09-2020","75","13.30","997.50","0","228.75","1,226.25"
"NIFTY","NIFTY10DEC13350PE","","PE","10-12-2020","75","11.95","896.25","10-12-2020","75","12.30","922.50","0","26.25","948.75"
"NIFTY","NIFTY17DEC13600PE","","PE","17-12-2020","75","3.25","243.75","17-12-2020","75","8.20","615.00","0","371.25","986.25"
"NIFTY","NIFTY17DEC13650PE","","PE","17-12-2020","75","1.60","120.00","17-12-2020","75","6.50","487.50","0","367.50","855.00"
"NIFTY","NIFTY04MAR14250PE","","PE","26-02-2021","75","107.70","8,077.50","02-03-2021","75","10.70","802.50","4","-7,275.00","8,077.50"
"NIFTY","NIFTY04MAR14350PE","","PE","02-03-2021","75","17.00","1,275.00","26-02-2021","75","131.45","9,858.75","4","8,583.75","18,442.50"
"NIFTY","NIFTY10MAR14450PE","","PE","05-03-2021","75","50.00","3,750.00","09-03-2021","75","3.30","247.50","4","-3,502.50","3,750.00"
"NIFTY","NIFTY10MAR14450PE","","PE","05-03-2021","75","49.00","3,675.00","09-03-2021","75","3.30","247.50","4","-3,427.50","3,675.00"
"NIFTY","NIFTY10MAR14550PE","","PE","09-03-2021","75","5.00","375.00","05-03-2021","75","64.00","4,800.00","4","4,425.00","9,225.00"
"NIFTY","NIFTY10MAR14550PE","","PE","09-03-2021","75","5.00","375.00","05-03-2021","75","65.00","4,875.00","4","4,500.00","9,375.00"
"NIFTY","NIFTY10MAR14700PE","","PE","09-03-2021","75","11.00","825.00","09-03-2021","75","10.55","791.25","0","-33.75","825.00"
"NIFTY","NIFTY10MAR14950PE","","PE","09-03-2021","75","61.00","4,575.00","09-03-2021","75","53.00","3,975.00","0","-600.00","4,575.00"
"NIFTY","NIFTY18MAR14750PE","","PE","12-03-2021","75","26.00","1,950.00","12-03-2021","75","27.70","2,077.50","0","127.50","2,205.00"
"NIFTY","NIFTY18MAR14750PE","","PE","12-03-2021","75","26.00","1,950.00","12-03-2021","75","30.20","2,265.00","0","315.00","2,580.00"
"NIFTY","NIFTY18MAR14750PE","","PE","12-03-2021","150","30.55","4,582.50","18-03-2021","150","20.05","3,007.50","6","-1,575.00","4,582.50"
"NIFTY","NIFTY18MAR14850PE","","PE","18-03-2021","75","53.00","3,975.00","12-03-2021","75","44.00","3,300.00","6","-675.00","3,975.00"
"NIFTY","NIFTY18MAR14850PE","","PE","18-03-2021","75","53.00","3,975.00","12-03-2021","75","44.00","3,300.00","6","-675.00","3,975.00"
"TOTAL","","","","","","","","","","","","","25,742.50","1,331,642.50"
